Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Saves,Fouls_Committed,Fouls_Won
Eliezer Mayenda,12.0,es ESP,FW,19-115,86,0.0,0.023255813953488372,0.0,0.0,0.03488372093023256,0.011627906976744186,0.0,0.0,0.18604651162790697,0.011627906976744186,0.0,0.0,0.011627906976744186,0.011627906976744186,0.013953488372093023,0.03488372093023256,0.023255813953488372,0.09302325581395349,0.10465116279069768,1.0337209302325583,0.011627906976744186,0.08139534883720931,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.0
Nazariy Rusyn,15.0,ua UKR,FW,25-311,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,25.0,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0
Romaine Mundle,14.0,eng ENG,LM,21-129,72,0.013888888888888888,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.0,0.0,0.4027777777777778,0.0,0.013888888888888888,0.0,0.004166666666666667,0.004166666666666667,0.0,0.013888888888888888,0.0,0.2222222222222222,0.2638888888888889,1.1694444444444445,0.0,0.2222222222222222,0.041666666666666664,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776
Ian Poveda,36.0,eng ENG,RM,24-204,18,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.5555555555555556,0.16666666666666666,0.0,0.0,0.0,0.0,0.005555555555555556,0.05555555555555555,0.0,0.16666666666666666,0.2777777777777778,3.3333333333333335,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.05555555555555555,0.0
Alan Browne,8.0,ie IRL,CM,29-138,90,0.011111111111111112,0.0,0.0,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0,0.6111111111111112,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.01,0.01,0.0,0.022222222222222223,0.0,0.34444444444444444,0.4,0.9566666666666666,0.011111111111111112,0.28888888888888886,0.022222222222222223,0.011111111111111112,0.0,0.0,0.011111111111111112,0.011111111111111112
Chris Rigg,11.0,eng ENG,CM,17-074,90,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.011111111111111112,0.0,0.4222222222222222,0.011111111111111112,0.0,0.011111111111111112,0.0011111111111111111,0.0011111111111111111,0.0,0.044444444444444446,0.0,0.24444444444444444,0.35555555555555557,0.7644444444444444,0.05555555555555555,0.3,0.05555555555555555,0.022222222222222223,0.011111111111111112,0.0,0.011111111111111112,0.022222222222222223
Patrick Roberts,10.0,eng ENG,RM,27-208,72,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.002777777777777778,0.002777777777777778,0.011111111111111112,0.013888888888888888,0.0,0.4444444444444444,0.5416666666666666,1.1402777777777777,0.027777777777777776,0.3611111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
Wilson Isidor,18.0,fr FRA,LM,24-004,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.3333333333333333,0.3888888888888889,4.761111111111111,0.1111111111111111,0.3333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0
Jobe Bellingham,7.0,eng ENG,DM,18-343,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4777777777777778,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.2777777777777778,0.4,0.7711111111111112,0.022222222222222223,0.26666666666666666,0.0,0.022222222222222223,0.011111111111111112,0.0,0.011111111111111112,0.022222222222222223
Dennis Cirkin,3.0,eng ENG,LB,22-147,90,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.6444444444444445,0.022222222222222223,0.022222222222222223,0.0,0.0011111111111111111,0.0011111111111111111,0.0,0.011111111111111112,0.0,0.36666666666666664,0.5222222222222223,0.78,0.011111111111111112,0.3,0.011111111111111112,0.022222222222222223,0.0,0.0,0.022222222222222223,0.022222222222222223
Luke O'Nien,13.0,eng ENG,CB,29-284,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.03333333333333333,0.0,0.0,0.0,0.0011111111111111111,0.011111111111111112,0.0,0.4777777777777778,0.5333333333333333,0.9955555555555555,0.011111111111111112,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.022222222222222223
Daniel Ballard,5.0,nir NIR,CB,24-344,90,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.6555555555555556,0.0,0.0,0.011111111111111112,0.0011111111111111111,0.0011111111111111111,0.0011111111111111111,0.011111111111111112,0.0,0.4777777777777778,0.5888888888888889,0.9011111111111111,0.011111111111111112,0.4222222222222222,0.011111111111111112,0.0,0.0,0.0,0.011111111111111112,0.022222222222222223
Trai Hume,32.0,nir NIR,RB,22-166,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.022222222222222223,0.0,0.0,0.0022222222222222222,0.011111111111111112,0.0,0.5666666666666667,0.6555555555555556,0.9600000000000001,0.022222222222222223,0.34444444444444444,0.011111111111111112,0.022222222222222223,0.0,0.0,0.0,0.011111111111111112
Anthony Patterson,1.0,eng ENG,GK,24-113,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.37777777777777777,0.6533333333333333,0.0,0.25555555555555554,0.0,0.0,0.0,0.022222222222222223,0.0,0.0
