Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Saves,Fouls_Committed,Fouls_Won
Eliezer Mayenda,12.0,es ESP,FW,19-102,77,0.025974025974025976,0.0,0.0,0.0,0.025974025974025976,0.025974025974025976,0.0,0.0,0.2077922077922078,0.03896103896103896,0.0,0.0,0.012987012987012988,0.012987012987012988,0.0,0.0,0.0,0.07792207792207792,0.1038961038961039,0.974025974025974,0.012987012987012988,0.1038961038961039,0.012987012987012988,0.012987012987012988,0.0,0.0,0.025974025974025976,0.0
Nazariy Rusyn,15.0,ua UKR,FW,25-298,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,5.130769230769231,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693
Jack Clarke,20.0,eng ENG,LW,23-269,90,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.022222222222222223,0.0,0.0,0.01,0.05555555555555555,0.022222222222222223,0.34444444444444444,0.4444444444444444,0.8611111111111112,0.011111111111111112,0.3111111111111111,0.011111111111111112,0.05555555555555555,0.05555555555555555,0.0,0.022222222222222223,0.05555555555555555
Patrick Roberts,10.0,eng ENG,RW,27-195,85,0.0,0.011764705882352941,0.0,0.0,0.047058823529411764,0.0,0.0,0.0,0.5764705882352941,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.0011764705882352942,0.0011764705882352942,0.0011764705882352942,0.058823529411764705,0.011764705882352941,0.36470588235294116,0.4235294117647059,1.0129411764705882,0.07058823529411765,0.2823529411764706,0.07058823529411765,0.047058823529411764,0.011764705882352941,0.0,0.0,0.011764705882352941
Romaine Mundle,14.0,eng ENG,RW,21-116,5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,20.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0
Chris Rigg,11.0,eng ENG,AM,17-061,77,0.0,0.0,0.0,0.0,0.03896103896103896,0.012987012987012988,0.0,0.0,0.5064935064935064,0.012987012987012988,0.0,0.012987012987012988,0.0025974025974025974,0.0025974025974025974,0.0012987012987012987,0.07792207792207792,0.025974025974025976,0.2857142857142857,0.33766233766233766,1.0987012987012987,0.025974025974025976,0.2727272727272727,0.0,0.025974025974025976,0.0,0.0,0.0,0.012987012987012988
Adil Aouchiche,22.0,fr FRA,AM,22-034,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.6153846153846154,7.6923076923076925,0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
Jobe Bellingham,7.0,eng ENG,DM,18-330,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6777777777777778,0.03333333333333333,0.011111111111111112,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,0.4888888888888889,0.9600000000000001,0.022222222222222223,0.2222222222222222,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.0,0.011111111111111112,0.011111111111111112
Daniel Neil,4.0,eng ENG,DM,23-022,90,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.5777777777777777,0.022222222222222223,0.011111111111111112,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.4444444444444444,0.5111111111111111,0.9666666666666667,0.08888888888888889,0.15555555555555556,0.0,0.011111111111111112,0.011111111111111112,0.0,0.022222222222222223,0.0
Dennis Cirkin,3.0,eng ENG,LB,22-134,90,0.011111111111111112,0.0,0.0,0.0,0.03333333333333333,0.011111111111111112,0.0,0.0,0.5222222222222223,0.03333333333333333,0.022222222222222223,0.022222222222222223,0.0011111111111111111,0.0011111111111111111,0.0011111111111111111,0.03333333333333333,0.0,0.25555555555555554,0.3333333333333333,0.8522222222222222,0.03333333333333333,0.14444444444444443,0.022222222222222223,0.0,0.0,0.0,0.0,0.0
