Player,#,Nation,Pos,Age,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Saves,Fouls_Committed,Fouls_Won,Matchday
Eliezer Mayenda,12.0,es ESP,FW,19-129,0.0,0.0,0.0,0.0,2.3076923076923075,1.1538461538461537,0.0,0.0,15.0,0.0,0.0,2.3076923076923075,0.34615384615384615,0.34615384615384615,0.0,2.3076923076923075,0.0,4.615384615384615,6.923076923076923,76.96153846153847,1.1538461538461537,9.23076923076923,2.3076923076923075,4.615384615384615,3.4615384615384617,0.0,1.1538461538461537,1.1538461538461537,5
Wilson Isidor,18.0,fr FRA,FW,24-018,0.0,0.0,0.0,0.0,15.0,7.5,0.0,0.0,37.5,0.0,0.0,7.5,0.75,0.75,0.0,7.5,0.0,15.0,15.0,750.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,5
Romaine Mundle,14.0,eng ENG,LW,21-143,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,50.0,2.0,1.0,1.0,0.2,0.2,0.1,4.0,0.0,20.0,38.0,52.6,2.0,35.0,10.0,9.0,6.0,0.0,2.0,5.0,5
Patrick Roberts,10.0,eng ENG,RW,27-222,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,4.0,0.0,0.0,0.8,0.0,0.4,4.0,0.0,28.0,38.0,73.7,4.0,27.0,4.0,5.0,1.0,0.0,2.0,0.0,5
Jobe Bellingham,7.0,eng ENG,LM,18-357,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,47.0,4.0,0.0,1.0,0.1,0.1,0.2,4.0,0.0,28.0,34.0,82.4,5.0,17.0,2.0,0.0,0.0,0.0,1.0,0.0,5
Daniel Neil,4.0,eng ENG,CM,23-049,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,3.0,1.0,0.0,0.1,0.1,0.0,2.0,0.0,40.0,47.0,85.1,7.0,25.0,1.0,1.0,0.0,0.0,0.0,2.0,5
Chris Rigg,11.0,eng ENG,RM,17-088,0.0,0.0,0.0,0.0,2.608695652173913,1.3043478260869565,0.0,0.0,27.39130434782609,0.0,0.0,0.0,0.13043478260869565,0.13043478260869565,0.0,1.3043478260869565,1.3043478260869565,15.652173913043478,18.26086956521739,111.78260869565217,2.608695652173913,14.34782608695652,1.3043478260869565,6.521739130434783,5.217391304347826,0.0,1.3043478260869565,1.3043478260869565,5
Alan Browne,8.0,ie IRL,RM,29-152,0.0,0.0,0.0,0.0,4.285714285714286,4.285714285714286,0.0,0.0,60.0,0.0,0.0,4.285714285714286,0.0,0.0,0.0,8.571428571428571,0.0,21.428571428571427,42.857142857142854,214.28571428571428,4.285714285714286,12.857142857142856,0.0,0.0,0.0,0.0,0.0,4.285714285714286,5
Dennis Cirkin,3.0,eng ENG,LB,22-161,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,61.0,5.0,2.0,1.0,0.1,0.1,0.1,3.0,1.0,36.0,44.0,81.8,3.0,23.0,1.0,1.0,1.0,0.0,1.0,0.0,5
Luke O'Nien,13.0,eng ENG,CB,29-298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,58.00000000000001,74.0,78.4,8.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,5
Daniel Ballard,5.0,nir NIR,CB,24-358,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.99999999999999,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,47.0,53.0,88.7,6.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,5
Trai Hume,32.0,nir NIR,RB,22-180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.00000000000001,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,47.0,78.7,4.0,17.0,1.0,1.0,0.0,0.0,2.0,1.0,5
Anthony Patterson,1.0,eng ENG,GK,24-127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,42.0,76.2,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,5
