Player,#,Nation,Pos,Age,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Saves,Fouls_Committed,Fouls_Won,Matchday
Eliezer Mayenda,12.0,es ESP,FW,19-102,2.337662337662338,0.0,0,0,2.337662337662338,2.337662337662338,0,0,18.701298701298704,3.5064935064935066,0.0,0.0,1.168831168831169,1.168831168831169,0.0,0.0,0.0,7.012987012987013,9.350649350649352,87.66233766233766,1.168831168831169,9.350649350649352,1.168831168831169,1.168831168831169,0.0,0,2.337662337662338,0.0,2
Nazariy Rusyn,15.0,ua UKR,FW,25-298,0.0,0.0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,0.0,0,1.0,1.0,2
Jack Clarke,20.0,eng ENG,LW,23-269,0.0,1.0,0,0,0.0,0.0,0,0,50.0,0.0,0.0,2.0,0.0,0.0,0.9,5.0,2.0,31.0,40.0,77.5,1.0,28.0,1.0,5.0,5.0,0,2.0,5.0,2
Patrick Roberts,10.0,eng ENG,RW,27-195,0.0,1.0588235294117647,0,0,4.235294117647059,0.0,0,0,51.882352941176464,1.0588235294117647,1.0588235294117647,1.0588235294117647,0.10588235294117648,0.10588235294117648,0.10588235294117648,5.294117647058823,1.0588235294117647,32.8235294117647,38.11764705882353,91.16470588235295,6.352941176470588,25.41176470588235,6.352941176470588,4.235294117647059,1.0588235294117647,0,0.0,1.0588235294117647,2
Romaine Mundle,14.0,eng ENG,RW,21-116,0.0,0.0,0,0,1.0,1.0,0,0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,4.0,0.0,0.0,0.0,0,1.0,0.0,2
Chris Rigg,11.0,eng ENG,AM,17-061,0.0,0.0,0,0,3.5064935064935066,1.168831168831169,0,0,45.58441558441558,1.168831168831169,0.0,1.168831168831169,0.23376623376623376,0.23376623376623376,0.11688311688311688,7.012987012987013,2.337662337662338,25.71428571428571,30.38961038961039,98.88311688311688,2.337662337662338,24.545454545454543,0.0,2.337662337662338,0.0,0,0.0,1.168831168831169,2
Adil Aouchiche,22.0,fr FRA,AM,22-034,0.0,0.0,0,0,0.0,0.0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,0.0,4.0,0.0,1.0,0.0,0,0.0,0.0,2
Jobe Bellingham,7.0,eng ENG,DM,18-330,0.0,0.0,0,0,0.0,0.0,0,0,61.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,44.0,86.4,2.0,20.0,1.0,1.0,1.0,0,1.0,1.0,2
Daniel Neil,4.0,eng ENG,DM,23-022,0.0,0.0,0,0,1.0,0.0,0,0,51.99999999999999,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,46.0,87.0,8.0,14.0,0.0,1.0,1.0,0,2.0,0.0,2
Dennis Cirkin,3.0,eng ENG,LB,22-134,1.0,0.0,0,0,3.0,1.0,0,0,47.0,3.0,2.0,2.0,0.1,0.1,0.1,3.0,0.0,23.0,30.0,76.7,3.0,12.999999999999998,2.0,0.0,0.0,0,0.0,0.0,2
Ajibola Alese,42.0,eng ENG,CB,23-214,0.0,0.0,0,0,0.0,0.0,0,0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,43.0,95.29999999999998,1.0,19.0,0.0,0.0,0.0,0,0.0,0.0,2
Luke O'Nien,13.0,eng ENG,CB,29-271,1.0,1.0,0,0,1.0,1.0,0,0,65.0,1.0,0.0,2.0,0.2,0.2,0.1,1.0,0.0,48.0,58.00000000000001,82.8,4.0,25.0,0.0,0.0,0.0,0,0.0,0.0,2
Trai Hume,32.0,nir NIR,RB,22-153,0.0,0.0,0,0,0.0,0.0,0,0,72.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,55.00000000000001,64.0,85.9,3.0,28.0,1.0,1.0,0.0,0,0.0,0.0,2
Anthony Patterson,1.0,eng ENG,GK,24-100,0.0,0.0,0,0,0.0,0.0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.0,58.3,0.0,30.0,0.0,0.0,0.0,3,0.0,0.0,2
