Player,#,Nation,Pos,Age,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Saves,Fouls_Committed,Fouls_Won,Matchday
Aaron Connolly,24.0,ie IRL,FW,24-283,0,0,0,0,1.4754098360655739,1.4754098360655739,0,0,8.852459016393443,0.0,0.0,0.0,0.5901639344262295,0.5901639344262295,0.0,0.0,0,1.4754098360655739,2.9508196721311477,73.77049180327869,0.0,8.852459016393443,0.0,0.0,0.0,0,0.0,2.9508196721311477,14
Romaine Mundle,14.0,eng ENG,"LW,FW",21-196,0,0,0,0,0.0,0.0,0,0,52.75862068965517,0.0,0.0,3.103448275862069,0.0,0.0,0.0,3.103448275862069,0,34.137931034482754,37.241379310344826,284.58620689655174,3.103448275862069,31.03448275862069,3.103448275862069,3.103448275862069,0.0,0,0.0,3.103448275862069,14
Wilson Isidor,18.0,fr FRA,"LW,FW",24-071,0,0,0,0,1.139240506329114,0.0,0,0,13.670886075949367,0.0,0.0,0.0,0.0,0.0,0.0,1.139240506329114,0,3.4177215189873418,4.556962025316456,85.44303797468353,0.0,10.253164556962025,1.139240506329114,1.139240506329114,0.0,0,2.278481012658228,2.278481012658228,14
Eliezer Mayenda,12.0,es ESP,FW,19-182,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,14
Tom Watson,40.0,eng ENG,RW,18-212,0,0,0,0,1.4754098360655739,0.0,0,0,32.459016393442624,1.4754098360655739,1.4754098360655739,0.0,0.0,0.0,0.0,1.4754098360655739,0,10.327868852459016,16.229508196721312,93.83606557377048,4.426229508196721,26.557377049180328,0.0,4.426229508196721,1.4754098360655739,0,0.0,2.9508196721311477,14
Patrick Roberts,10.0,eng ENG,RW,27-275,0,0,0,0,6.206896551724138,3.103448275862069,0,0,71.37931034482759,3.103448275862069,0.0,3.103448275862069,0.0,0.0,0.0,6.206896551724138,0,34.137931034482754,49.6551724137931,213.51724137931032,6.206896551724138,46.55172413793104,3.103448275862069,6.206896551724138,3.103448275862069,0,0.0,9.310344827586206,14
Chris Rigg,11.0,eng ENG,AM,17-141,0,0,0,0,1.0,0.0,0,0,37.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0,20.0,29.000000000000004,69.0,3.0,24.0,0.0,2.0,1.0,0,0.0,3.0,14
Alan Browne,8.0,ie IRL,DM,29-205,0,0,0,0,1.0,0.0,0,0,47.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0,21.0,33.0,63.6,0.0,25.999999999999996,1.0,1.0,1.0,0,0.0,3.0,14
Daniel Neil,4.0,eng ENG,DM,23-102,0,0,0,0,1.0,0.0,0,0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,29.000000000000004,38.0,76.3,5.0,27.0,2.0,0.0,0.0,0,1.0,1.0,14
Dennis Cirkin,3.0,eng ENG,LB,22-214,0,0,0,0,0.0,0.0,0,0,48.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0,24.0,34.0,70.6,4.0,18.0,2.0,2.0,0.0,0,3.0,2.0,14
Luke O'Nien,13.0,eng ENG,CB,29-351,0,0,0,0,2.0,0.0,0,0,59.0,1.0,2.0,2.0,0.1,0.1,0.0,2.0,0,38.0,46.0,82.6,3.0,25.999999999999996,0.0,1.0,0.0,0,1.0,0.0,14
Chris Mepham,26.0,wls WAL,CB,27-001,0,0,0,0,0.0,0.0,1,0,48.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0,30.0,35.0,85.7,2.0,22.0,1.0,1.0,1.0,0,3.0,0.0,14
Trai Hume,32.0,nir NIR,RB,22-233,0,0,0,0,0.0,0.0,0,0,68.0,4.0,2.0,1.0,0.0,0.0,0.4,2.0,0,43.0,54.0,79.6,8.0,33.0,3.0,0.0,0.0,0,0.0,1.0,14
Simon Moore,21.0,eng ENG,GK,34-171,0,0,0,0,0.0,0.0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.0,34.0,61.8,0.0,19.0,0.0,0.0,0.0,2,0.0,0.0,14
